index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
15805,"Nasal Aspirator With Ear Syringe - Assorted Colour, Orange/Green",Baby Care,Baby Accessories,Vauva,170.0,170.0,"Combs, Brushes, Clippers",3.8,"Nasal Aspirator with Ear Syringe is an effective & safe product that is used for immediate relief of your baby's nasal congestion by drawing mucus from the nose, & the ear syringe removes wax from your baby's ears. Squeeze the rubber bulb portion of the aspirator and gently place the tip into one of your baby's nostrils. Release the pressure from the bulb to draw the mucus into aspirator. In case that you are using this product to remove excess wax from baby's ear, remove the nasal tip & attach the ear syringe instead.",3.8
15814,Bib - Ice Cream Printed,Baby Care,Baby Accessories,Morison Baby Dreams,125.0,125.0,Other Baby Accessories,,Morisons Baby Dreams Bibs help to prevent the food from dropping directly on baby's clothes. Easily removable and washable. Dries quickly for next use. Absorbs liquid quickly and prevents feed from falling directly onto the baby.,
15824,Baby Reusable Diaper - Pink,Baby Care,Diapers & Wipes,Quick Dry,499.0,499.0,Diapers,3.0,"These baby diapers from Quick Dry are 100% waterproof and is leak resistant. These diapers are washable, hence it can be reused. It is safe and hygienic to be used even after the wash. It can be easily washed in the washing machine. It comes in a variety of colours and the size of these diapers can be adjusted.",3.0
15907,Moisture Rich Rose Soap - For Moms,Baby Care,Mothers & Maternity,Himalaya,70.0,70.0,Maternity Personal Care,4.6,"Himalaya FOR MOMS Moisture Rich Rose Soap is specially designed for new moms. A rich blend of natural and deeply nourishing ingredients like Extra Virgin Coconut Oil, Cocoa and MangoButters, this soap will pamper you, leaving your skin feeling soothed and hydrated. The aromatherapy benefits of rose uplift the mind, making your bathtime a luxurious experience.",4.6
15915,Baby Complete Care Ribbon Gift Box,Baby Care,Baby Bath & Hygiene,The Moms Co,1599.0,1599.0,Baby Gift Sets,3.0,"Packed in a lovely Ribbon Box, our Baby Complete Care set features everything needed to welcome the little one home. From head to toe cleaning to gentle moisturising, this set has everything you need to keep the baby’s delicate skin and hair clean, soft and healthy. With USDA-Certified Organic Actives. Packed in a lovely Ribbon Box which can be reused to store diapers, toys, books and more.What's In: Natural Baby Wash (200ml): Our Tear-Free Wash with Coconut based mild cleansers gently clean while oils like Avocado, Organic Chamomile and Organic Aloe Vera gel help soften and soothe your baby's delicate skin.Natural Baby Lotion (200ml): A combination of Organic Shea Butter, Cocoa Butter with oils that deeply nourish.Natural Baby Shampoo (200ml): Our Tear-Free Baby Shampoo with Coconut based mild cleansers gently clean, while Organic Moringa & Organic Argan oils help nourish and strengthen your baby's soft hair. Natural Massage Oil (100ml): A blend of 10 powerful oils and Natural Vitamin E that help nourish, relax and strengthen baby's bones and muscles with regular massage.Natural Diaper Rash Cream (25g): Our fast-acting Natural Diaper Rash Cream with 15% Zinc Oxide, Hydrolized Oat Protein & Organic Chamomile Oil helps Prevent, Treat and Quickly Soothe Skin inflammation.What's Out:This shea butter body lotion is made without Mineral Oil, Sulphates (SLS, SLES), Parabens, DEA/TEA, Phenoxyethanol, Synthetic Fragrances, PEGs and many other potentially harmful chemicalsSafe For: Everyone, including Pregnancy, Postpartum, Breastfeeding, Baby Certified Toxin Free and Made Safe by Safe Cosmetics, Australia. Australia Allergy Certified Dermatologically tested for sensitive Indian skin",3.0
15921,"Pampers New Diapers Pants, Medium, 28 Count",Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.6,"Pampers baby-dry pants style diapers are the only pants in India with new air channels providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit and comes equipped with a flexible waistband that adapts to baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep. It also comes with a wide variety of fun exterior graphics, designs and characters for your baby to enjoy.",4.6
15926,Wonder Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,456.58,499.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next generation product, India's 1st diaper pants with the unique Bubble-Bed technology.There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers  with 3D Bubble bed technology with a Cushiony Waistband",
15938,"Pants - Extra Absorb Diaper, Extra Large Size",Baby Care,Diapers & Wipes,Mamypoko,1125.0,1499.0,Diapers,4.3,"MamyPoko Pants Extra Absorb Diapers with crisscross absorbent sheet absorbs 7 glasses of urine and spreads it equally, so there is no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage.",4.3
15960,Standard Neck Nursing Bottle KPP With S-Type Nipple - Light Blue,Baby Care,Feeding & Nursing,Pigeon Baby,255.0,255.0,Sippers & Bottles,5.0,"Breast milk is the best source of nutrition for your baby, especially during baby's first year. The amount of time spent on breastfeeding also strengthens the bond between mother and baby. Pigeon bottles are made of high-quality durable plastic, the streamlined shape makes it easy for mothers to hold and keep clean. Pigeon Peristaltic Nipple to encourage baby's natural tongue movement. The ultra-soft silicone with its double thickness ensures ideal softness and elasticity so that your baby can latch on comfortably and easily. The shape fits perfectly onto your baby's tongue, allowing smooth tongue movement and minimizing air intake. The AVS air ventilation system: Pigeon peristaltic nipple with its air ventilation system helps to adjust the air pressure inside the bottle. It is specially designed the projections at the base and the top of the teats, which allows the milk to flow smoothly into the baby mouth. The adjustment of the air pressure inside the bottle minimizes the air intake when feeding. Hence, the baby will not swallow excessive air bubbles with milk.",5.0
16036,Baby Skincare Wipes - Fresh,Baby Care,Diapers & Wipes,bigbasket,99.0,169.0,Baby Wipes,4.3,"bigbasket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. bigbasket Wet Wipes come in three different fragrances Fresh, Sea Breeze and Cherry. These Wipes have aloe vera as key ingredient which makes it the best choice for baby hygiene, make-up remover, sanitizing your face and hand after a long drive, sports or any other situation where you need a quick hygiene solution.",4.3
16050,Pants Extra Absorb Diaper - Extra Large Size,Baby Care,Diapers & Wipes,Mamypoko,1758.24,1998.0,Diapers,3.9,"MamyPoko Pants Extra Absorb with crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage.",3.9
16054,"100% Organic Superfood - Nut Powder, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Baby Food & Formula,Slurrp Farm,424.15,499.0,Baby Food,3.5,"Made from the goodness of 5 Organic Superfoods blend of Almonds, Cashew, Pistachios, Saffron and Turmeric, nut powder is a rich source of minerals like copper, magnesium, phosphorus and zinc. It works great for weight gain.",3.5
16092,Protonic Instant Energy Booster - Watermelon Flavour,Baby Care,Mothers & Maternity,BTN Sports,600.0,600.0,Maternity Health Supplements,,"BTN Protonic Isotonic sports drink (Watermelon Taste). Keeping the body hydrated is more important during your play or exercise. BTN PROTONIC Drink is more than water to hydrate yourself. It is specially formulated hydrating & electrolyte replenishment drink for serious bodybuilders, sports person, fitness enthusiast & athletes. Heavy sweating during intense physical activity, drains you out with the loss of electrolytes. BTN PROTONIC Drink helps you to restore electrolyte & boost your recovery.",
16239,"Baby Mat - Large, PVC",Baby Care,Baby Bath & Hygiene,Morisons Baby Dreams,300.0,300.0,Baby Health,4.3,"This Morisons Baby Dreams Baby Mat becomes mommy's best friend. Be it diaper changing, massage time or playtime, this mat can be used for all purposes. It is so lightweight that it can be easily carried in any diaper bag. When your baby's hand-eye coordination improves, introduce this mat to your baby, where he or she will learn to use their muscles. This mat will help baby's healthy brain development.",4.3
16247,Baby Essentials Ribbon Gift Box,Baby Care,Baby Bath & Hygiene,The Moms Co,1299.0,1299.0,Baby Gift Sets,,"Our Baby Essentials box is the perfect way to start baby’s Skin and Hair Care regime. Comes with 4 Natural Products, beautifully packed in our Ribbon Gift Box which can be reused to store diapers, toys, books and more. With USDA-Certified Organic Actives. It is clinically tested for safety. It is hypoallergenic, mild & gentle.What's In: Natural Baby Wash (200ml): Our Tear-Free Wash with Coconut based mild cleansers gently clean while oils like Avocado, Organic Chamomile and Organic Aloe Vera gel help soften and soothe your baby's delicate skin. Natural Baby Shampoo (200ml): Our Tear-Free Baby Shampoo with Coconut based mild cleansers gently clean, while Organic Moringa & Organic Argan oils help nourish and strengthen your baby's soft hair. Natural Massage Oil (100ml): A blend of 10 powerful oils and Natural Vitamin E that help nourish, relax and strengthen baby's bones and muscles with regular massage. Natural Diaper Rash Cream (25g): Our fast-acting Natural Diaper Rash Cream with 15% Zinc Oxide, Hydrolysed Oat Protein & Organic Chamomile Oil helps Prevent, Treat and Quickly Soothe Skin inflammation.What's Out: This shea butter body lotion is made without Mineral Oil, Sulphates (SLS, SLES), Parabens, DEA/TEA, Phenoxyethanol, Synthetic Fragrances, PEGs and many other potentially harmful chemicals Safe For Everyone, including Pregnancy, Postpartum, Breastfeeding, Baby Certified Toxin Free and Made Safe by Safe Cosmetics, Australia. Australia Allergy Certified & Dermatologically tested for sensitive Indian skin",
